title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,na_sales_proportion,jp_sales_proportion,pal_sales_proportion,other_sales_proportion
WWE SmackDown vs. Raw 2010,PS3,Fighting,THQ,JAKKS Pacific,8.1,1.17,0.48,0.01,0.48,0.19,2009-10-20,0.41025641025641024,0.008547008547008548,0.41025641025641024,0.1623931623931624
Mission: Impossible,N64,Action,Ocean,Infogrames,6.6,1.17,0.74,0.02,0.38,0.03,1998-07-18,0.6324786324786326,0.017094017094017096,0.3247863247863248,0.02564102564102564
Army of Two,PS3,Shooter,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.02,0.26,0.15,2008-03-07,0.6324786324786326,0.017094017094017096,0.22222222222222224,0.12820512820512822
Medal of Honor Heroes 2,PSP,Shooter,Electronic Arts,Team Fusion,6.6,1.16,0.5,0.02,0.39,0.25,2007-11-13,0.4310344827586207,0.01724137931034483,0.3362068965517242,0.21551724137931036
FIFA Soccer 10,PSP,Sports,EA Sports,EA Canada,7.9,1.16,0.16,0.01,0.68,0.31,2009-10-20,0.13793103448275865,0.008620689655172415,0.5862068965517242,0.26724137931034486
Bushido Blade,PS,Fighting,Sony Computer Entertainment,Light Weight,8.2,1.16,0.39,0.43,0.27,0.08,1997-09-30,0.3362068965517242,0.3706896551724138,0.2327586206896552,0.06896551724137932
Mirror's Edge,X360,Platform,Electronic Arts,EA Digital Illusions CE,7.6,1.16,0.51,0.01,0.51,0.12,2008-11-11,0.43965517241379315,0.008620689655172415,0.43965517241379315,0.10344827586206896
Sunset Overdrive,XOne,Action,Microsoft Studios,Insomniac Games,8.0,1.16,0.64,0.0,0.42,0.1,2014-10-28,0.5517241379310346,0.0,0.3620689655172414,0.08620689655172414
The Elder Scrolls V: Skyrim,NS,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.6,1.15,0.67,0.06,0.32,0.1,2017-11-17,0.582608695652174,0.052173913043478265,0.2782608695652174,0.08695652173913045
Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,Nintendo,Level 5 / Armor Project,8.8,1.15,0.14,0.88,0.11,0.02,2017-01-20,0.12173913043478263,0.7652173913043478,0.09565217391304348,0.017391304347826087
Hot Shots Golf: Out of Bounds,PS3,Sports,Sony Computer Entertainment,Clap Hanz,8.3,1.14,0.31,0.76,0.03,0.04,2008-03-18,0.2719298245614035,0.6666666666666667,0.026315789473684213,0.03508771929824562
Brave Fencer Musashi,PS,Role-Playing,Square,SquareSoft,8.4,1.14,0.25,0.65,0.17,0.07,1998-10-31,0.2192982456140351,0.5701754385964913,0.14912280701754388,0.061403508771929835
Shadow of the Colossus,PS2,Adventure,Sony Computer Entertainment,Team ICO,9.1,1.14,0.78,0.2,0.03,0.13,2005-10-18,0.6842105263157896,0.1754385964912281,0.026315789473684213,0.11403508771929825
007: Quantum of Solace,PS3,Shooter,Activision,Treyarch,6.6,1.14,0.43,0.02,0.51,0.19,2008-11-04,0.37719298245614036,0.01754385964912281,0.44736842105263164,0.16666666666666669
Rocksmith,PS3,Misc,Ubisoft,Ubisoft,8.0,1.13,0.53,0.09,0.38,0.13,2011-10-18,0.46902654867256643,0.07964601769911504,0.336283185840708,0.11504424778761063
Rocksmith,X360,Misc,Ubisoft,Ubisoft,8.0,1.13,0.85,0.01,0.19,0.08,2011-10-18,0.752212389380531,0.008849557522123895,0.168141592920354,0.07079646017699116
ModNation Racers,PS3,Racing,Sony Computer Entertainment,United Front Games,8.1,1.13,0.5,0.06,0.4,0.16,2010-05-25,0.4424778761061947,0.05309734513274337,0.3539823008849558,0.14159292035398233
Plants vs Zombies: Garden Warfare,X360,Shooter,Electronic Arts,PopCap Games,8.0,1.13,0.54,0.0,0.5,0.09,2014-02-25,0.47787610619469034,0.0,0.4424778761061947,0.07964601769911504
Mirror's Edge,PS3,Platform,Electronic Arts,EA Digital Illusions CE,7.7,1.13,0.31,0.02,0.59,0.21,2008-11-11,0.27433628318584075,0.01769911504424779,0.5221238938053098,0.18584070796460178
Crackdown 2,X360,Shooter,Microsoft Game Studios,Ruffian Games,7.5,1.12,0.63,0.02,0.36,0.1,2010-07-06,0.5625,0.017857142857142856,0.3214285714285714,0.08928571428571429
Need for Speed: Most Wanted (2012),PSV,Racing,Electronic Arts,Criterion Games,7.4,1.12,0.33,0.01,0.53,0.25,2012-10-30,0.29464285714285715,0.008928571428571428,0.4732142857142857,0.2232142857142857
Dragon Age II,X360,Role-Playing,Electronic Arts,BioWare Corp.,8.0,1.12,0.72,0.01,0.29,0.09,2011-03-08,0.6428571428571428,0.008928571428571428,0.2589285714285714,0.08035714285714285
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,Sony Computer Entertainment,Zipper Interactive,7.9,1.12,1.03,0.01,0.0,0.08,2005-11-08,0.9196428571428571,0.008928571428571428,0.0,0.07142857142857142
Crash Bandicoot N. Sane Trilogy,NS,Platform,Activision,Toys for Bob,6.0,1.11,0.44,0.02,0.57,0.09,2018-06-29,0.39639639639639634,0.018018018018018018,0.5135135135135134,0.08108108108108107
Castlevania: Lords of Shadow,PS3,Action,Konami,Mercury Steam,8.1,1.11,0.5,0.1,0.37,0.15,2010-10-05,0.4504504504504504,0.09009009009009009,0.3333333333333333,0.13513513513513511
Red Dead Redemption: Undead Nightmare,X360,Action,Rockstar Games,Rockstar San Diego,10.0,1.11,0.61,0.02,0.38,0.1,2010-11-23,0.5495495495495495,0.018018018018018018,0.34234234234234234,0.09009009009009009
FIFA 18,NS,Sports,EA Sports,EA Vancouver,5.8,1.1,0.35,0.13,0.55,0.07,2017-09-29,0.3181818181818181,0.11818181818181818,0.5,0.06363636363636364
GRID,PS3,Racing,Codemasters,Codemasters,8.6,1.1,0.31,0.03,0.57,0.19,2008-06-03,0.2818181818181818,0.027272727272727268,0.5181818181818181,0.1727272727272727
Bully: Scholarship Edition,X360,Action,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,1.09,0.53,0.03,0.42,0.11,2008-03-05,0.4862385321100917,0.027522935779816512,0.38532110091743116,0.10091743119266054
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square Enix,Unknown,7.1,1.09,0.31,0.45,0.22,0.11,2014-02-11,0.2844036697247706,0.4128440366972477,0.20183486238532108,0.10091743119266054
Skate 2,X360,Sports,Electronic Arts,EA Black Box,8.2,1.09,0.82,0.01,0.17,0.09,2009-01-21,0.7522935779816513,0.009174311926605503,0.1559633027522936,0.08256880733944953
Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,6.5,1.09,0.54,0.01,0.33,0.22,2005-03-22,0.4954128440366972,0.009174311926605503,0.30275229357798167,0.20183486238532108
Dante's Inferno,PS3,Action,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.04,0.28,0.12,2010-02-09,0.5925925925925926,0.037037037037037035,0.25925925925925924,0.1111111111111111
Star Fox: Assault,GC,Shooter,Nintendo,Namco,6.6,1.08,0.68,0.19,0.18,0.03,2005-02-14,0.6296296296296297,0.17592592592592593,0.16666666666666666,0.027777777777777776
Virtua Fighter 5,PS3,Fighting,Sega,Sega-AM2,8.7,1.08,0.29,0.08,0.52,0.2,2007-02-20,0.2685185185185185,0.07407407407407407,0.48148148148148145,0.18518518518518517
Pro Evolution Soccer 2014,PS3,Sports,Konami Digital Entertainment,Konami,8.3,1.08,0.03,0.51,0.46,0.08,2013-09-24,0.027777777777777776,0.4722222222222222,0.42592592592592593,0.07407407407407407
Grand Theft Auto: Chinatown Wars,PSP,Adventure,Rockstar Games,Rockstar Leeds,9.2,1.08,0.28,0.03,0.5,0.27,2009-10-20,0.25925925925925924,0.027777777777777776,0.4629629629629629,0.25
Spore Creatures,DS,Simulation,Electronic Arts,Foundation 9,7.2,1.07,0.66,0.0,0.3,0.1,2008-09-07,0.616822429906542,0.0,0.2803738317757009,0.09345794392523364
Tomb Raider: Underworld,X360,Adventure,Eidos Interactive,Crystal Dynamics,7.5,1.07,0.53,0.01,0.42,0.11,2008-11-18,0.4953271028037383,0.009345794392523364,0.3925233644859813,0.102803738317757
Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai,CyberConnect2,7.8,1.07,0.49,0.09,0.34,0.15,2008-11-04,0.4579439252336448,0.08411214953271028,0.3177570093457944,0.14018691588785046
Virtua Fighter,SAT,Fighting,Sega,Sega-AM2,9.0,1.07,0.17,0.77,0.12,0.02,1995-05-11,0.1588785046728972,0.719626168224299,0.11214953271028036,0.018691588785046728
Marvel vs. Capcom 3: Fate of Two Worlds,X360,Fighting,Capcom,Capcom,8.4,1.07,0.79,0.03,0.18,0.08,2011-02-15,0.7383177570093458,0.02803738317757009,0.16822429906542055,0.07476635514018691
Prince of Persia,PS3,Adventure,Ubisoft,Ubisoft Montreal,8.3,1.07,0.47,0.03,0.41,0.17,2008-12-02,0.43925233644859807,0.02803738317757009,0.3831775700934579,0.1588785046728972
Endless Ocean,Wii,Adventure,Nintendo,Arika,6.8,1.06,0.43,0.09,0.46,0.09,2008-01-21,0.40566037735849053,0.08490566037735849,0.4339622641509434,0.08490566037735849
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,Pandemic Studios,7.1,1.06,0.65,0.01,0.3,0.1,2008-08-31,0.6132075471698113,0.009433962264150943,0.2830188679245283,0.09433962264150944
Sonic Generations,3DS,Platform,Sega,Sonic Team,6.3,1.06,0.44,0.01,0.52,0.08,2011-11-22,0.4150943396226415,0.009433962264150943,0.49056603773584906,0.07547169811320754
Darksiders,X360,Action,THQ,Vigil Games,7.8,1.06,0.67,0.01,0.28,0.1,2010-01-05,0.6320754716981132,0.009433962264150943,0.2641509433962264,0.09433962264150944
DiRT 3,PS3,Racing,Codemasters,Codemasters,9.0,1.06,0.27,0.01,0.58,0.2,2011-05-24,0.25471698113207547,0.009433962264150943,0.5471698113207547,0.18867924528301888
Rocksmith 2014,PS3,Music,Ubisoft,Ubisoft San Francisco,9.1,1.05,0.56,0.05,0.26,0.17,2013-10-22,0.5333333333333333,0.047619047619047616,0.24761904761904763,0.1619047619047619
MySims Agents,Wii,Adventure,Electronic Arts,EA Redwood Shores,7.5,1.05,0.63,0.0,0.32,0.1,2009-09-29,0.6,0.0,0.30476190476190473,0.09523809523809523
Resident Evil: The Darkside Chronicles,Wii,Shooter,Capcom,"Cavia, inc.",7.2,1.05,0.46,0.2,0.31,0.09,2009-11-17,0.4380952380952381,0.19047619047619047,0.29523809523809524,0.0857142857142857
Call of Duty 4: Modern Warfare,DS,Shooter,Activision,n-Space,7.3,1.05,0.95,0.01,0.02,0.08,2007-11-05,0.9047619047619047,0.009523809523809523,0.019047619047619046,0.07619047619047618
Brink,X360,Shooter,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.01,0.35,0.09,2011-05-10,0.5673076923076923,0.009615384615384616,0.3365384615384615,0.08653846153846154
Sleeping Dogs,PS3,Action-Adventure,Square Enix,United Front Games,8.1,1.04,0.31,0.05,0.5,0.17,2012-08-14,0.2980769230769231,0.04807692307692308,0.4807692307692307,0.16346153846153846
Bomberman 64,N64,Puzzle,Hudson Soft,Hudson Soft,6.1,1.04,0.5,0.31,0.2,0.03,1997-12-02,0.4807692307692307,0.2980769230769231,0.19230769230769232,0.028846153846153844
MotorStorm: Arctic Edge,PSP,Racing,Sony Computer Entertainment,Bigbig Studios,7.7,1.04,0.16,0.0,0.58,0.3,2009-09-29,0.15384615384615385,0.0,0.5576923076923076,0.28846153846153844
Naruto: Clash of Ninja 2,GC,Fighting,D3 Publisher,8ing/Raizing,7.4,1.04,0.44,0.45,0.12,0.03,2006-09-26,0.4230769230769231,0.4326923076923077,0.11538461538461538,0.028846153846153844
WWE SmackDown vs. Raw 2010,X360,Fighting,THQ,JAKKS Pacific,8.2,1.04,0.56,0.01,0.37,0.1,2009-10-20,0.5384615384615385,0.009615384615384616,0.3557692307692307,0.09615384615384616
Sonic Unleashed,PS3,Platform,Sega,Sonic Team,5.3,1.03,0.56,0.01,0.32,0.14,2008-12-09,0.5436893203883496,0.009708737864077669,0.3106796116504854,0.1359223300970874
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,Atari,Spike / Bandai Namco Games,7.5,1.03,0.32,0.26,0.36,0.08,2007-12-03,0.3106796116504854,0.2524271844660194,0.3495145631067961,0.07766990291262135
Shrek 2,GC,Platform,Activision,"Luxoflux, Inc.",6.9,1.02,0.73,0.01,0.26,0.03,2004-04-28,0.7156862745098039,0.00980392156862745,0.2549019607843137,0.029411764705882353
Bulletstorm,X360,Shooter,Electronic Arts,People Can Fly,8.5,1.02,0.61,0.01,0.32,0.08,2011-02-22,0.5980392156862745,0.00980392156862745,0.3137254901960784,0.0784313725490196
F1 2012,PS3,Racing,Codemasters,Codemasters Birmingham,7.9,1.01,0.12,0.05,0.65,0.18,2012-09-18,0.1188118811881188,0.04950495049504951,0.6435643564356436,0.1782178217821782
Prince of Persia,X360,Adventure,Ubisoft,Ubisoft Montreal,8.2,1.01,0.54,0.02,0.34,0.1,2008-12-02,0.5346534653465347,0.019801980198019802,0.33663366336633666,0.09900990099009901
NBA 2K10,X360,Sports,2K Sports,Visual Concepts,8.4,1.01,0.91,0.0,0.02,0.08,2009-10-06,0.900990099009901,0.0,0.019801980198019802,0.07920792079207921
EyePet,PS3,Simulation,Sony Computer Entertainment,SCEE London Studio,6.9,1.01,0.37,0.04,0.52,0.09,2010-09-17,0.36633663366336633,0.039603960396039604,0.5148514851485149,0.0891089108910891
Excitebike 64,N64,Racing,Nintendo,Left Field Productions,8.9,1.0,0.65,0.19,0.15,0.01,2000-04-30,0.65,0.19,0.15,0.01
Rayman Origins,PS3,Platform,Ubisoft,Ubisoft,8.5,1.0,0.33,0.01,0.5,0.16,2011-11-15,0.33,0.01,0.5,0.16
Breath of Fire III,PS,Role-Playing,Capcom,Capcom,7.6,1.0,0.29,0.46,0.19,0.07,1998-04-30,0.29,0.46,0.19,0.07
Tom Clancy's Splinter Cell: Blacklist,X360,Action-Adventure,Ubisoft,Ubisoft Toronto,8.4,1.0,0.57,0.01,0.33,0.09,2013-08-20,0.57,0.01,0.33,0.09
Rocksmith 2014,X360,Music,Ubisoft,Ubisoft San Francisco,8.4,0.99,0.73,0.0,0.16,0.1,2013-10-22,0.7373737373737373,0.0,0.16161616161616163,0.10101010101010102
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,EA Montreal,7.1,0.99,0.65,0.0,0.24,0.09,2010-01-12,0.6565656565656566,0.0,0.24242424242424243,0.09090909090909091
DiRT 2,PS3,Racing,Codemasters,Codemasters,8.8,0.99,0.27,0.0,0.53,0.19,2009-09-08,0.27272727272727276,0.0,0.5353535353535354,0.19191919191919193
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8.0,0.99,0.28,0.64,0.05,0.03,2008-02-19,0.2828282828282829,0.6464646464646465,0.05050505050505051,0.030303030303030304
Haze,PS3,Shooter,Ubisoft,Free Radical Design,5.6,0.99,0.49,0.02,0.33,0.15,2008-05-20,0.494949494949495,0.020202020202020204,0.33333333333333337,0.15151515151515152
Tom Clancy's Splinter Cell: Blacklist,PS3,Action-Adventure,Ubisoft,Ubisoft Toronto,8.3,0.98,0.34,0.06,0.44,0.15,2013-08-20,0.34693877551020413,0.061224489795918366,0.4489795918367347,0.15306122448979592
Zoo Tycoon DS,DS,Strategy,THQ,Blue Fang Games,4.6,0.98,0.86,0.01,0.03,0.07,2005-10-11,0.8775510204081632,0.010204081632653062,0.030612244897959183,0.07142857142857144
Pro Evolution Soccer 2008,PSP,Sports,Konami,Konami,7.8,0.98,0.02,0.19,0.53,0.25,2008-03-12,0.020408163265306124,0.19387755102040816,0.5408163265306123,0.25510204081632654
Sniper Elite V2,PS3,Shooter,505 Games,Rebellion Developments,7.4,0.98,0.38,0.06,0.4,0.15,2012-05-02,0.3877551020408163,0.061224489795918366,0.40816326530612246,0.15306122448979592
Suikoden III,PS2,Role-Playing,Konami,KCET,8.6,0.98,0.29,0.38,0.23,0.08,2002-10-24,0.29591836734693877,0.3877551020408163,0.23469387755102042,0.0816326530612245
Fire Emblem: The Blazing Blade,GBA,Strategy,Nintendo,Intelligent Systems,8.8,0.97,0.49,0.29,0.18,0.01,2003-11-03,0.5051546391752577,0.29896907216494845,0.18556701030927836,0.010309278350515464
Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.6,0.96,0.38,0.26,0.25,0.07,2003-02-17,0.39583333333333337,0.27083333333333337,0.2604166666666667,0.07291666666666667
PilotWings Resort,3DS,Simulation,Nintendo,Monster Games,6.9,0.96,0.4,0.13,0.36,0.07,2011-03-27,0.4166666666666667,0.13541666666666669,0.375,0.07291666666666667
Driver: San Francisco,PS3,Racing,Ubisoft,Ubisoft Reflections,8.2,0.95,0.24,0.01,0.53,0.17,2011-09-06,0.25263157894736843,0.010526315789473686,0.5578947368421053,0.17894736842105266
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,0.95,0.29,0.2,0.34,0.12,2010-05-11,0.30526315789473685,0.2105263157894737,0.3578947368421053,0.12631578947368421
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,Level 5,6.3,0.95,0.34,0.36,0.16,0.09,2010-02-02,0.3578947368421053,0.37894736842105264,0.16842105263157897,0.09473684210526316
Wild ARMs,PS,Role-Playing,Sony Computer Entertainment,Media.Vision,8.9,0.95,0.26,0.46,0.17,0.06,1997-04-30,0.2736842105263158,0.48421052631578954,0.17894736842105266,0.06315789473684211
Sonic Unleashed,X360,Platform,Sega,Sonic Team,5.6,0.95,0.54,0.0,0.32,0.09,2008-11-20,0.568421052631579,0.0,0.33684210526315794,0.09473684210526316
Harvest Moon 3D: A New Beginning,3DS,Simulation,Natsume,Marvelous,8.2,0.95,0.41,0.31,0.18,0.06,2012-11-06,0.43157894736842106,0.3263157894736842,0.18947368421052632,0.06315789473684211
SaGa Frontier 2,PS,Role-Playing,Square EA,SquareSoft,7.4,0.94,0.1,0.71,0.07,0.06,2000-01-31,0.10638297872340427,0.7553191489361702,0.07446808510638299,0.06382978723404255
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,Codemasters,7.4,0.93,0.36,0.02,0.45,0.1,2009-10-06,0.3870967741935484,0.02150537634408602,0.48387096774193544,0.10752688172043011
Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,Capcom,8.1,0.93,0.44,0.39,0.05,0.05,2005-10-12,0.47311827956989244,0.41935483870967744,0.053763440860215055,0.053763440860215055
Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,High Horse Entertainment,6.8,0.93,0.53,0.27,0.09,0.05,2011-01-11,0.5698924731182796,0.2903225806451613,0.0967741935483871,0.053763440860215055
Bayonetta,X360,Action,Sega,PlatinumGames,8.9,0.93,0.51,0.09,0.25,0.08,2010-01-05,0.5483870967741935,0.0967741935483871,0.26881720430107525,0.08602150537634408
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,Monolith Soft,9.3,0.92,0.43,0.16,0.25,0.07,2012-04-06,0.46739130434782605,0.17391304347826086,0.2717391304347826,0.07608695652173914
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.21,0.33,0.08,2007-08-28,0.3260869565217391,0.22826086956521738,0.358695652173913,0.08695652173913043
Killzone: Mercenary,PSV,Misc,Sony Computer Entertainment America,Guerrilla Games,7.4,0.92,0.2,0.04,0.47,0.2,2013-09-10,0.21739130434782608,0.043478260869565216,0.5108695652173912,0.21739130434782608
Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7.0,0.92,0.63,0.02,0.2,0.08,2010-02-09,0.6847826086956521,0.021739130434782608,0.21739130434782608,0.08695652173913043
Tobal No.1,PS,Fighting,Sony Computer Entertainment,DreamFactory,7.7,0.92,0.12,0.66,0.08,0.06,1996-09-30,0.13043478260869565,0.717391304347826,0.08695652173913043,0.06521739130434782
Crysis 3,X360,Shooter,Electronic Arts,Crytek,7.6,0.92,0.51,0.01,0.32,0.08,2013-02-19,0.5543478260869565,0.010869565217391304,0.34782608695652173,0.08695652173913043
EA Sports Grand Slam Tennis,Wii,Sports,EA Sports,EA Vancouver,7.9,0.92,0.28,0.02,0.51,0.11,2009-06-08,0.30434782608695654,0.021739130434782608,0.5543478260869565,0.11956521739130434
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,Codemasters,7.3,0.91,0.23,0.05,0.46,0.17,2009-10-06,0.25274725274725274,0.054945054945054944,0.5054945054945055,0.18681318681318682
Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.46,0.14,0.06,2011-03-29,0.2747252747252747,0.5054945054945055,0.15384615384615385,0.06593406593406594
Sonic Riders: Zero Gravity,Wii,Racing,Sega,Sonic Team,5.8,0.91,0.48,0.02,0.32,0.09,2008-01-08,0.5274725274725275,0.021978021978021976,0.3516483516483516,0.0989010989010989
Colin McRae Rally 2.0,PS,Racing,Codemasters,Codemasters,8.3,0.91,0.02,0.02,0.8,0.07,2000-12-05,0.021978021978021976,0.021978021978021976,0.8791208791208791,0.07692307692307693
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8.0,0.91,0.58,0.01,0.24,0.09,2008-11-04,0.6373626373626373,0.010989010989010988,0.26373626373626374,0.0989010989010989
Crysis 3,PS3,Shooter,Electronic Arts,Crytek,8.2,0.91,0.26,0.03,0.48,0.14,2013-02-19,0.2857142857142857,0.03296703296703297,0.5274725274725275,0.15384615384615385
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,7.0,0.9,0.66,0.04,0.12,0.09,2011-04-19,0.7333333333333334,0.044444444444444446,0.13333333333333333,0.09999999999999999
Final Fantasy X / X-2 HD Remaster,PS4,Role-Playing,Square Enix,Square Enix,9.3,0.9,0.34,0.07,0.36,0.14,2015-05-12,0.37777777777777777,0.07777777777777778,0.39999999999999997,0.15555555555555556
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.11,0.26,0.08,2008-02-12,0.5,0.12222222222222222,0.2888888888888889,0.08888888888888889
Homefront,PS3,Shooter,THQ,Kaos Studios,6.6,0.9,0.32,0.04,0.4,0.15,2011-03-15,0.35555555555555557,0.044444444444444446,0.4444444444444445,0.16666666666666666
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8.0,0.9,0.27,0.05,0.36,0.22,2009-03-17,0.3,0.05555555555555556,0.39999999999999997,0.24444444444444444
Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.01,0.03,0.12,2007-05-04,0.8222222222222222,0.011111111111111112,0.03333333333333333,0.13333333333333333
Resident Evil: Revelations,3DS,Action,Capcom,Capcom,7.8,0.89,0.3,0.3,0.23,0.05,2012-02-07,0.33707865168539325,0.33707865168539325,0.25842696629213485,0.05617977528089888
Pure,PS3,Racing,Disney Interactive Studios,Black Rock Studio,7.0,0.89,0.42,0.0,0.33,0.14,2008-09-16,0.47191011235955055,0.0,0.3707865168539326,0.15730337078651688
Samba De Amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.01,0.37,0.09,2008-09-23,0.46067415730337075,0.011235955056179775,0.4157303370786517,0.10112359550561797
Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.3,0.16,0.02,2005-05-23,0.47191011235955055,0.33707865168539325,0.1797752808988764,0.02247191011235955
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,2011-03-22,0.23595505617977527,0.5168539325842697,0.14606741573033707,0.10112359550561797
